config,Level,Field,Type,N,ExactAcc,Precision,Recall,F1,HallucinationRate,MissRate_N,MissRate_validGold,N_valid,BothNull,MAE,RMSE,TolAcc_0,TolAcc_0.5,TolAcc_1.0,TolAcc_1.5,TolAcc_2.0,Accuracy,MacroF1,Kappa,AUROC,TolAcc_1,TolAcc_2,TolAcc_3,TolAcc_4,TolAcc_5,ReportExactMatch,ReportExactCount,OverallAverage_4Q,OverallAverage_ref
Med42-8B_FewShot_KSP,field,Histologic_type,array,476,0.5189,0.5359,0.5348,0.5354,0.4641,0.0987,0.0987,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_FewShot_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.1113,0.1113,423.0,0.0,,,,,,,,0.9882,0.5951,0.9772,,,,,,,,,,
Med42-8B_FewShot_KSP,field,Differentiation,array,476,0.4811,0.5198,0.5361,0.5278,0.4802,0.0861,0.0988,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_FewShot_KSP,field,ProximalMargin,numeric,476,,,,,0.0,0.2248,0.2257,367.0,2.0,1.1932,21.8398,0.9782,0.9809,0.9809,0.9809,0.9864,,,,,,,,,,,,,
Med42-8B_FewShot_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.229,0.2295,366.0,1.0,0.0281,0.2593,0.9836,0.9891,0.9891,0.9891,0.9973,,,,,,,,,,,,,
Med42-8B_FewShot_KSP,field,LymphovascularInvasion,binary,476,,,,0.9455,0.0,0.2668,0.2674,348.0,1.0,,,,,,,,0.9397,,,0.9392,,,,,,,,,
Med42-8B_FewShot_KSP,field,PerineuralInvasion,binary,476,,,,0.982,0.0,0.208,0.2084,376.0,1.0,,,,,,,,0.9894,,,0.9823,,,,,,,,,
Med42-8B_FewShot_KSP,field,T_stage,categorical,476,,,,,0.0021,0.2059,0.2072,375.0,2.0,,,,,,,,0.952,0.3816,0.9368,,,,,,,,,,
Med42-8B_FewShot_KSP,field,N_stage,categorical,476,,,,,0.0042,0.2038,0.2046,377.0,0.0,,,,,,,,0.9761,0.5394,0.9534,,,,,,,,,,
Med42-8B_FewShot_KSP,field,M_stage,categorical,476,,,,,0.0021,0.1954,0.1958,382.0,0.0,,,,,,,,0.966,0.4122,0.5371,,,,,,,,,,
Med42-8B_FewShot_KSP,field,Staging,categorical,476,,,,,0.0063,0.1471,0.1486,401.0,2.0,,,,,,,,0.6359,0.1331,0.4621,,,,,,,,,,
Med42-8B_FewShot_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.2038,0.2038,379.0,0.0,0.1398,1.6873,0.9842,,,,,,,,,0.9868,0.9868,0.9921,0.9947,0.9947,,,,
Med42-8B_FewShot_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.2122,0.2122,375.0,0.0,0.5973,4.0272,0.9653,,,,,,,,,0.968,0.9707,0.9707,0.976,0.9787,,,,
Med42-8B_FewShot_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.1092,52.0,72.1639,71.815
Med42-8B_CoT_KSP,field,TumorLocation,array,476,0.2269,0.4065,0.4733,0.4373,0.5935,0.1471,0.1471,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_CoT_KSP,field,TumorCircumference,array,476,0.666,0.8546,0.6434,0.7341,0.1454,0.2164,0.2206,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_CoT_KSP,field,TumorSize,numeric,476,,,,,0.0,0.2038,0.2051,376.0,3.0,0.4202,2.3377,0.9548,0.9574,0.9601,0.9654,0.9654,,,,,,,,,,,,,
Med42-8B_CoT_KSP,field,Histologic_type,array,476,0.1891,0.2104,0.207,0.2087,0.7896,0.1534,0.1534,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_CoT_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.1618,0.1618,399.0,0.0,,,,,,,,0.9549,0.3643,0.9152,,,,,,,,,,
Med42-8B_CoT_KSP,field,Differentiation,array,476,0.4349,0.4707,0.4639,0.4673,0.5293,0.1239,0.1422,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_CoT_KSP,field,ProximalMargin,numeric,476,,,,,0.0,0.1618,0.1624,397.0,2.0,1.1267,21.0014,0.9723,0.9773,0.9773,0.9773,0.9824,,,,,,,,,,,,,
Med42-8B_CoT_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.166,0.1663,396.0,1.0,2.1146,39.9605,0.9747,0.9773,0.9773,0.9773,0.9823,,,,,,,,,,,,,
Med42-8B_CoT_KSP,field,LymphovascularInvasion,binary,476,,,,0.8899,0.0,0.1576,0.1579,400.0,1.0,,,,,,,,0.875,,,0.887,,,,,,,,,
Med42-8B_CoT_KSP,field,PerineuralInvasion,binary,476,,,,0.9868,0.0,0.1513,0.1516,403.0,1.0,,,,,,,,0.9926,,,0.987,,,,,,,,,
Med42-8B_CoT_KSP,field,T_stage,categorical,476,,,,,0.0042,0.1429,0.1438,405.0,1.0,,,,,,,,0.9605,0.4042,0.9477,,,,,,,,,,
Med42-8B_CoT_KSP,field,N_stage,categorical,476,,,,,0.0042,0.1366,0.1371,409.0,0.0,,,,,,,,0.9853,0.6981,0.97,,,,,,,,,,
Med42-8B_CoT_KSP,field,M_stage,categorical,476,,,,,0.0021,0.1387,0.1389,409.0,0.0,,,,,,,,0.9878,0.8882,0.7766,,,,,,,,,,
Med42-8B_CoT_KSP,field,Staging,categorical,476,,,,,0.0105,0.1387,0.1401,405.0,0.0,,,,,,,,0.6272,0.0598,0.4367,,,,,,,,,,
Med42-8B_CoT_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.1387,0.1387,410.0,0.0,0.0537,0.5674,0.9854,,,,,,,,,0.9878,0.9902,0.9976,0.9976,0.9976,,,,
Med42-8B_CoT_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.1576,0.1576,401.0,0.0,0.0623,0.6453,0.9875,,,,,,,,,0.99,0.99,0.99,0.9925,0.9975,,,,
Med42-8B_CoT_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.0042,2.0,68.9207,68.9281
MedGemma-4B_ZeroShot_KSP,field,TumorLocation,array,476,0.0483,0.2728,0.4495,0.3396,0.7272,0.0168,0.0168,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_ZeroShot_KSP,field,TumorCircumference,array,476,0.3319,0.3765,0.9755,0.5434,0.6235,0.0168,0.0171,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_ZeroShot_KSP,field,TumorSize,numeric,476,,,,,0.0,0.0588,0.0592,445.0,3.0,0.4843,2.267,0.9101,0.9191,0.9326,0.9461,0.9506,,,,,,,,,,,,,
MedGemma-4B_ZeroShot_KSP,field,Histologic_type,array,476,0.2563,0.2143,0.4426,0.2888,0.7857,0.0168,0.0168,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_ZeroShot_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.0168,0.0168,468.0,0.0,,,,,,,,0.8761,0.2672,0.7781,,,,,,,,,,
MedGemma-4B_ZeroShot_KSP,field,Differentiation,array,476,0.4706,0.472,0.6683,0.5532,0.528,0.0168,0.0193,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_ZeroShot_KSP,field,ProximalMargin,numeric,476,,,,,0.0021,0.0798,0.0802,436.0,1.0,0.0709,0.6444,0.9794,0.9839,0.9839,0.9839,0.9885,,,,,,,,,,,,,
MedGemma-4B_ZeroShot_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.0903,0.0905,432.0,1.0,0.0245,0.2537,0.9884,0.9884,0.9907,0.9931,0.9954,,,,,,,,,,,,,
MedGemma-4B_ZeroShot_KSP,field,LymphovascularInvasion,binary,476,,,,0.8843,0.0021,0.0252,0.0253,463.0,0.0,,,,,,,,0.8683,,,0.8823,,,,,,,,,
MedGemma-4B_ZeroShot_KSP,field,PerineuralInvasion,binary,476,,,,0.969,0.0021,0.0252,0.0253,463.0,0.0,,,,,,,,0.9827,,,0.9699,,,,,,,,,
MedGemma-4B_ZeroShot_KSP,field,T_stage,categorical,476,,,,,0.0063,0.0483,0.0486,450.0,0.0,,,,,,,,0.9689,0.8068,0.9585,,,,,,,,,,
MedGemma-4B_ZeroShot_KSP,field,N_stage,categorical,476,,,,,0.0042,0.0483,0.0485,451.0,0.0,,,,,,,,0.9956,0.9896,0.9906,,,,,,,,,,
MedGemma-4B_ZeroShot_KSP,field,M_stage,categorical,476,,,,,0.0021,0.0168,0.0168,467.0,0.0,,,,,,,,0.9829,0.8417,0.684,,,,,,,,,,
MedGemma-4B_ZeroShot_KSP,field,Staging,categorical,476,,,,,0.0084,0.0483,0.0488,448.0,1.0,,,,,,,,0.6362,0.1669,0.4332,,,,,,,,,,
MedGemma-4B_ZeroShot_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0546,0.0546,450.0,0.0,0.0578,0.7688,0.9889,,,,,,,,,0.9933,0.9956,0.9956,0.9956,0.9956,,,,
MedGemma-4B_ZeroShot_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0546,0.0546,450.0,0.0,1.4333,6.4809,0.9244,,,,,,,,,0.9311,0.9356,0.9356,0.9422,0.9467,,,,
MedGemma-4B_ZeroShot_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.0042,2.0,73.0305,71.6925
MedGemma-4B_FewShot_KSP,field,TumorLocation,array,476,0.5903,0.6307,0.7881,0.7007,0.3693,0.0504,0.0504,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_FewShot_KSP,field,TumorCircumference,array,476,0.6807,0.6423,0.8774,0.7416,0.3577,0.0714,0.0728,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_FewShot_KSP,field,TumorSize,numeric,476,,,,,0.0,0.0924,0.093,429.0,3.0,0.4012,2.18,0.9534,0.9534,0.9557,0.9604,0.9627,,,,,,,,,,,,,
MedGemma-4B_FewShot_KSP,field,Histologic_type,array,476,0.4265,0.4272,0.457,0.4416,0.5728,0.0462,0.0462,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_FewShot_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.0651,0.0651,445.0,0.0,,,,,,,,0.9169,0.3702,0.848,,,,,,,,,,
MedGemma-4B_FewShot_KSP,field,Differentiation,array,476,0.5084,0.5304,0.5865,0.5571,0.4696,0.0483,0.0554,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_FewShot_KSP,field,ProximalMargin,numeric,476,,,,,0.0,0.0903,0.0907,431.0,2.0,2.1575,31.0548,0.9791,0.9814,0.9814,0.9814,0.9861,,,,,,,,,,,,,
MedGemma-4B_FewShot_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.0945,0.0947,430.0,1.0,0.0421,0.3542,0.9814,0.9837,0.9837,0.986,0.993,,,,,,,,,,,,,
MedGemma-4B_FewShot_KSP,field,LymphovascularInvasion,binary,476,,,,0.962,0.0,0.1408,0.1411,408.0,1.0,,,,,,,,0.9559,,,0.9533,,,,,,,,,
MedGemma-4B_FewShot_KSP,field,PerineuralInvasion,binary,476,,,,0.9918,0.0,0.0798,0.08,437.0,1.0,,,,,,,,0.9954,,,0.9943,,,,,,,,,
MedGemma-4B_FewShot_KSP,field,T_stage,categorical,476,,,,,0.0,0.0525,0.0529,448.0,3.0,,,,,,,,0.9509,0.68,0.9344,,,,,,,,,,
MedGemma-4B_FewShot_KSP,field,N_stage,categorical,476,,,,,0.0042,0.0525,0.0527,449.0,0.0,,,,,,,,0.9866,0.7008,0.9718,,,,,,,,,,
MedGemma-4B_FewShot_KSP,field,M_stage,categorical,476,,,,,0.0021,0.0525,0.0526,450.0,0.0,,,,,,,,0.9556,0.5271,0.5458,,,,,,,,,,
MedGemma-4B_FewShot_KSP,field,Staging,categorical,476,,,,,0.0063,0.0504,0.051,447.0,2.0,,,,,,,,0.6846,0.2344,0.5027,,,,,,,,,,
MedGemma-4B_FewShot_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0525,0.0525,451.0,0.0,0.1042,1.181,0.9823,,,,,,,,,0.9867,0.9889,0.9956,0.9956,0.9956,,,,
MedGemma-4B_FewShot_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0546,0.0546,450.0,0.0,3.4578,10.3049,0.86,,,,,,,,,0.8667,0.8667,0.8667,0.8733,0.8778,,,,
MedGemma-4B_FewShot_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.0903,43.0,78.6633,72.995
MedGemma-4B_CoT_KSP,field,TumorLocation,array,476,0.0651,0.2909,0.4475,0.3526,0.7091,0.0336,0.0336,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_CoT_KSP,field,TumorCircumference,array,476,0.3824,0.4019,0.9509,0.565,0.5981,0.0336,0.0343,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_CoT_KSP,field,TumorSize,numeric,476,,,,,0.0021,0.0777,0.0782,436.0,2.0,0.4587,2.2615,0.9289,0.9312,0.9404,0.9495,0.9541,,,,,,,,,,,,,
MedGemma-4B_CoT_KSP,field,Histologic_type,array,476,0.2395,0.1973,0.3873,0.2614,0.8027,0.0336,0.0336,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_CoT_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.0336,0.0336,460.0,0.0,,,,,,,,0.8152,0.282,0.6864,,,,,,,,,,
MedGemma-4B_CoT_KSP,field,Differentiation,array,476,0.4937,0.4849,0.6562,0.5577,0.5151,0.0273,0.0313,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_CoT_KSP,field,ProximalMargin,numeric,476,,,,,0.0021,0.0945,0.0949,429.0,1.0,1.1942,23.6868,0.979,0.986,0.986,0.986,0.9883,,,,,,,,,,,,,
MedGemma-4B_CoT_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.1008,0.1011,427.0,1.0,0.034,0.314,0.9836,0.9883,0.9883,0.9883,0.993,,,,,,,,,,,,,
MedGemma-4B_CoT_KSP,field,LymphovascularInvasion,binary,476,,,,0.903,0.0021,0.063,0.0632,445.0,0.0,,,,,,,,0.8899,,,0.8989,,,,,,,,,
MedGemma-4B_CoT_KSP,field,PerineuralInvasion,binary,476,,,,0.9677,0.0021,0.042,0.0421,455.0,0.0,,,,,,,,0.9824,,,0.9688,,,,,,,,,
MedGemma-4B_CoT_KSP,field,T_stage,categorical,476,,,,,0.0063,0.0672,0.0677,441.0,0.0,,,,,,,,0.9728,0.8274,0.9636,,,,,,,,,,
MedGemma-4B_CoT_KSP,field,N_stage,categorical,476,,,,,0.0042,0.0651,0.0654,443.0,0.0,,,,,,,,0.9932,0.8211,0.9856,,,,,,,,,,
MedGemma-4B_CoT_KSP,field,M_stage,categorical,476,,,,,0.0021,0.0336,0.0337,459.0,0.0,,,,,,,,0.9847,0.8439,0.6886,,,,,,,,,,
MedGemma-4B_CoT_KSP,field,Staging,categorical,476,,,,,0.0105,0.0672,0.0679,439.0,0.0,,,,,,,,0.6424,0.1767,0.4407,,,,,,,,,,
MedGemma-4B_CoT_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0672,0.0672,444.0,0.0,0.0698,0.9141,0.9887,,,,,,,,,0.9932,0.9955,0.9955,0.9955,0.9955,,,,
MedGemma-4B_CoT_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0672,0.0672,444.0,0.0,1.1712,5.6549,0.9279,,,,,,,,,0.9369,0.9437,0.9437,0.9505,0.9527,,,,
MedGemma-4B_CoT_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.0042,2.0,72.1901,71.2556
Qwen2.5-14B_ZeroShot,field,TumorLocation,array,476,0.8067,0.8786,0.8455,0.8618,0.1214,0.0672,0.0672,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-14B_ZeroShot,field,TumorCircumference,array,476,0.792,0.933,0.7887,0.8548,0.067,0.1555,0.1585,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-14B_ZeroShot,field,TumorSize,numeric,476,,,,,0.0,0.0882,0.0888,431.0,3.0,0.4165,2.2547,0.9304,0.9559,0.9606,0.9629,0.9652,,,,,,,,,,,,,
Qwen2.5-14B_ZeroShot,field,Histologic_type,array,476,0.6996,0.7174,0.8115,0.7615,0.2826,0.0525,0.0525,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-14B_ZeroShot,field,Lauren_type,categorical,476,,,,,0.0,0.0672,0.0672,444.0,0.0,,,,,,,,0.9887,0.5954,0.9782,,,,,,,,,,
Qwen2.5-14B_ZeroShot,field,Differentiation,array,476,0.5189,0.5521,0.6875,0.6124,0.4479,0.0441,0.0506,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-14B_ZeroShot,field,ProximalMargin,numeric,476,,,,,0.0,0.0714,0.0717,440.0,2.0,1.167,23.3869,0.975,0.9795,0.9795,0.9795,0.9841,,,,,,,,,,,,,
Qwen2.5-14B_ZeroShot,field,DistalMargin,numeric,476,,,,,0.0,0.0798,0.08,437.0,1.0,0.0556,0.4568,0.9817,0.9817,0.9817,0.9817,0.9908,,,,,,,,,,,,,
Qwen2.5-14B_ZeroShot,field,LymphovascularInvasion,binary,476,,,,0.9063,0.0,0.0504,0.0505,451.0,1.0,,,,,,,,0.8914,,,0.8997,,,,,,,,,
Qwen2.5-14B_ZeroShot,field,PerineuralInvasion,binary,476,,,,0.9961,0.0,0.0609,0.0611,446.0,1.0,,,,,,,,0.9978,,,0.9961,,,,,,,,,
Qwen2.5-14B_ZeroShot,field,T_stage,categorical,476,,,,,0.0,0.0336,0.0338,457.0,3.0,,,,,,,,0.965,0.6415,0.9534,,,,,,,,,,
Qwen2.5-14B_ZeroShot,field,N_stage,categorical,476,,,,,0.0042,0.0483,0.0485,451.0,0.0,,,,,,,,0.9911,0.8192,0.9818,,,,,,,,,,
Qwen2.5-14B_ZeroShot,field,M_stage,categorical,476,,,,,0.0021,0.1071,0.1074,424.0,0.0,,,,,,,,0.9788,0.8279,0.6557,,,,,,,,,,
Qwen2.5-14B_ZeroShot,field,Staging,categorical,476,,,,,0.0084,0.0399,0.0403,452.0,1.0,,,,,,,,0.7434,0.3444,0.5815,,,,,,,,,,
Qwen2.5-14B_ZeroShot,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0525,0.0525,451.0,0.0,0.0443,0.5244,0.9867,,,,,,,,,0.9911,0.9933,0.9978,0.9978,0.9978,,,,
Qwen2.5-14B_ZeroShot,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0546,0.0546,450.0,0.0,0.1222,1.2552,0.9822,,,,,,,,,0.9844,0.9844,0.9844,0.9911,0.9956,,,,
Qwen2.5-14B_ZeroShot,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.1849,88.0,84.5588,81.9619
Qwen2.5-14B_FewShot,field,TumorLocation,array,476,0.7038,0.7798,0.7505,0.7649,0.2202,0.0714,0.0714,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-14B_FewShot,field,TumorCircumference,array,476,0.7941,0.9429,0.7792,0.8533,0.0571,0.1555,0.1585,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-14B_FewShot,field,TumorSize,numeric,476,,,,,0.0,0.063,0.0634,443.0,3.0,0.3628,2.017,0.9549,0.9549,0.9571,0.9616,0.9639,,,,,,,,,,,,,
Qwen2.5-14B_FewShot,field,Histologic_type,array,476,0.7332,0.7642,0.8299,0.7957,0.2358,0.0546,0.0546,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-14B_FewShot,field,Lauren_type,categorical,476,,,,,0.0,0.0693,0.0693,443.0,0.0,,,,,,,,0.9955,0.9158,0.9913,,,,,,,,,,
Qwen2.5-14B_FewShot,field,Differentiation,array,476,0.5441,0.581,0.7067,0.6377,0.419,0.0462,0.053,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-14B_FewShot,field,ProximalMargin,numeric,476,,,,,0.0,0.0483,0.0485,451.0,2.0,0.1348,0.8297,0.9623,0.9667,0.969,0.969,0.9712,,,,,,,,,,,,,
Qwen2.5-14B_FewShot,field,DistalMargin,numeric,476,,,,,0.0,0.0588,0.0589,447.0,1.0,0.0707,0.4925,0.9732,0.9754,0.9754,0.9776,0.9888,,,,,,,,,,,,,
Qwen2.5-14B_FewShot,field,LymphovascularInvasion,binary,476,,,,0.9029,0.0,0.0462,0.0463,453.0,1.0,,,,,,,,0.8874,,,0.8965,,,,,,,,,
Qwen2.5-14B_FewShot,field,PerineuralInvasion,binary,476,,,,0.9961,0.0,0.0651,0.0653,444.0,1.0,,,,,,,,0.9977,,,0.9961,,,,,,,,,
Qwen2.5-14B_FewShot,field,T_stage,categorical,476,,,,,0.0,0.0315,0.0317,458.0,3.0,,,,,,,,0.9672,0.7382,0.9565,,,,,,,,,,
Qwen2.5-14B_FewShot,field,N_stage,categorical,476,,,,,0.0021,0.0567,0.057,447.0,1.0,,,,,,,,0.9955,0.825,0.9908,,,,,,,,,,
Qwen2.5-14B_FewShot,field,M_stage,categorical,476,,,,,0.0,0.2143,0.2147,373.0,1.0,,,,,,,,0.9866,0.8878,0.7757,,,,,,,,,,
Qwen2.5-14B_FewShot,field,Staging,categorical,476,,,,,0.0021,0.105,0.1062,421.0,4.0,,,,,,,,0.7173,0.2584,0.531,,,,,,,,,,
Qwen2.5-14B_FewShot,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0567,0.0567,449.0,0.0,0.0245,0.2711,0.9911,,,,,,,,,0.9911,0.9955,0.9978,1.0,1.0,,,,
Qwen2.5-14B_FewShot,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0546,0.0546,450.0,0.0,0.1356,1.3768,0.9822,,,,,,,,,0.9844,0.9844,0.9844,0.9911,0.9956,,,,
Qwen2.5-14B_FewShot,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.1513,72.0,83.5741,84.0519
Qwen2.5-14B_CoT,field,TumorLocation,array,476,0.7206,0.8693,0.7505,0.8055,0.1307,0.1555,0.1555,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-14B_CoT,field,TumorCircumference,array,476,0.7374,0.9392,0.7283,0.8204,0.0608,0.2143,0.2184,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-14B_CoT,field,TumorSize,numeric,476,,,,,0.0,0.1618,0.1628,396.0,3.0,0.2159,1.3973,0.9369,0.9646,0.9722,0.9773,0.9798,,,,,,,,,,,,,
Qwen2.5-14B_CoT,field,Histologic_type,array,476,0.5861,0.6688,0.6496,0.659,0.3312,0.1408,0.1408,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-14B_CoT,field,Lauren_type,categorical,476,,,,,0.0,0.1471,0.1471,406.0,0.0,,,,,,,,0.9901,0.7074,0.9812,,,,,,,,,,
Qwen2.5-14B_CoT,field,Differentiation,array,476,0.4916,0.5819,0.6659,0.6211,0.4181,0.1282,0.147,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-14B_CoT,field,ProximalMargin,numeric,476,,,,,0.0,0.1492,0.1498,403.0,2.0,0.0476,0.3906,0.9801,0.9851,0.9851,0.9851,0.9876,,,,,,,,,,,,,
Qwen2.5-14B_CoT,field,DistalMargin,numeric,476,,,,,0.0,0.1576,0.1579,400.0,1.0,0.052,0.4395,0.985,0.985,0.985,0.985,0.9875,,,,,,,,,,,,,
Qwen2.5-14B_CoT,field,LymphovascularInvasion,binary,476,,,,0.9087,0.0,0.1366,0.1368,410.0,1.0,,,,,,,,0.8951,,,0.9074,,,,,,,,,
Qwen2.5-14B_CoT,field,PerineuralInvasion,binary,476,,,,1.0,0.0,0.1366,0.1368,410.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,
Qwen2.5-14B_CoT,field,T_stage,categorical,476,,,,,0.0,0.1261,0.1268,413.0,3.0,,,,,,,,0.9734,0.7125,0.9645,,,,,,,,,,
Qwen2.5-14B_CoT,field,N_stage,categorical,476,,,,,0.0021,0.1345,0.135,410.0,1.0,,,,,,,,0.9878,0.6124,0.975,,,,,,,,,,
Qwen2.5-14B_CoT,field,M_stage,categorical,476,,,,,0.0021,0.1513,0.1516,403.0,0.0,,,,,,,,0.9826,0.5912,0.7118,,,,,,,,,,
Qwen2.5-14B_CoT,field,Staging,categorical,476,,,,,0.0021,0.1261,0.1274,411.0,4.0,,,,,,,,0.7105,0.2832,0.5369,,,,,,,,,,
Qwen2.5-14B_CoT,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.1366,0.1366,411.0,0.0,0.0389,0.5267,0.9903,,,,,,,,,0.9927,0.9951,0.9976,0.9976,0.9976,,,,
Qwen2.5-14B_CoT,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.1366,0.1366,411.0,0.0,0.1241,1.2853,0.983,,,,,,,,,0.983,0.9854,0.9854,0.9903,0.9951,,,,
Qwen2.5-14B_CoT,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.1639,78.0,77.2453,78.9638
Qwen2.5-7B_LowRank_FT,field,TumorLocation,array,476,0.9412,0.9526,0.9545,0.9535,0.0474,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_LowRank_FT,field,TumorCircumference,array,476,0.8403,0.8497,0.8642,0.8569,0.1503,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_LowRank_FT,field,TumorSize,numeric,476,,,,,0.0063,0.0,0.0,473.0,0.0,0.2114,1.1877,0.9281,0.9471,0.9556,0.9598,0.9641,,,,,,,,,,,,,
Qwen2.5-7B_LowRank_FT,field,Histologic_type,array,476,0.8908,0.9025,0.8914,0.8969,0.0975,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_LowRank_FT,field,Lauren_type,categorical,476,,,,,0.0,0.0,0.0,476.0,0.0,,,,,,,,0.9622,0.8488,0.9279,,,,,,,,,,
Qwen2.5-7B_LowRank_FT,field,Differentiation,array,476,0.9076,0.934,0.9183,0.9261,0.066,0.0336,0.0386,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_LowRank_FT,field,ProximalMargin,numeric,476,,,,,0.0042,0.0021,0.0021,473.0,0.0,0.2211,1.0935,0.9197,0.9471,0.9577,0.9598,0.9641,,,,,,,,,,,,,
Qwen2.5-7B_LowRank_FT,field,DistalMargin,numeric,476,,,,,0.0021,0.0042,0.0042,473.0,0.0,0.3008,1.5925,0.9218,0.945,0.9493,0.9535,0.9598,,,,,,,,,,,,,
Qwen2.5-7B_LowRank_FT,field,LymphovascularInvasion,binary,476,,,,0.9605,0.0021,0.0,0.0,475.0,0.0,,,,,,,,0.9516,,,0.9513,,,,,,,,,
Qwen2.5-7B_LowRank_FT,field,PerineuralInvasion,binary,476,,,,0.9549,0.0021,0.0,0.0,475.0,0.0,,,,,,,,0.9747,,,0.9645,,,,,,,,,
Qwen2.5-7B_LowRank_FT,field,T_stage,categorical,476,,,,,0.0042,0.0021,0.0021,472.0,1.0,,,,,,,,0.9619,0.9313,0.9489,,,,,,,,,,
Qwen2.5-7B_LowRank_FT,field,N_stage,categorical,476,,,,,0.0042,0.0042,0.0042,472.0,0.0,,,,,,,,0.9767,0.7999,0.9514,,,,,,,,,,
Qwen2.5-7B_LowRank_FT,field,M_stage,categorical,476,,,,,0.0021,0.0042,0.0042,473.0,0.0,,,,,,,,0.9852,0.8562,0.713,,,,,,,,,,
Qwen2.5-7B_LowRank_FT,field,Staging,categorical,476,,,,,0.0084,0.0021,0.0021,470.0,1.0,,,,,,,,0.8979,0.7432,0.839,,,,,,,,,,
